"directorio","estrato1","sex","age","p6240","p6426","maxEducLevel","ocu","dsi","y_total_m","y_total_m_ha","ingtot","ingtotob","microEmpresa","cuentaPropia","formal","oficio","p6210","p7090","hoursWorkUsual","relab","sizeFirm"
4577484,2,0,47,1,37,4,1,0,1092811,6374.73095703125,1392811,1392811,1,0,1,54,3,2,40,3,1
4577486,2,0,55,1,54,4,1,0,930929.4375,4525.3515625,930929.416666667,930929.416666667,0,0,1,55,3,2,48,1,3
4577487,3,1,49,1,72,6,1,0,1138000,5531.9443359375,1138000,1138000,0,0,1,58,5,2,48,1,5
4577487,3,0,44,1,9,7,1,0,988211,4803.8037109375,988211,988211,0,0,1,39,6,2,48,1,4
4577488,2,1,20,1,3,5,1,0,320000,1555.55554199219,392000,392000,1,0,0,97,4,2,48,1,2
4577488,2,0,18,1,6,5,1,0,1077548.625,5238.08349609375,1077548.66666667,1077548.66666667,0,0,1,55,4,2,48,1,5
4577489,1,0,38,1,12,7,1,0,1268544.375,6166.53515625,1448544.33333333,1448544.33333333,0,0,1,58,6,2,48,1,5
4577489,1,0,23,1,2,7,1,0,780000,7583.33349609375,780000,780000,1,1,0,6,6,2,24,4,2
4577490,2,1,27,1,12,6,1,0,1408877.625,6848.71044921875,1408877.66666667,1408877.66666667,0,0,1,58,5,2,48,1,4
4577490,2,0,35,1,3,6,1,0,869453,3688.58837890625,869453,869453,0,0,0,79,5,2,55,1,5
4577491,3,1,71,1,84,5,1,0,7e+05,4083.33325195312,7e+05,7e+05,1,1,0,98,4,2,40,4,1
4577492,2,1,29,1,17,6,1,0,965666.6875,4694.212890625,965666.666666667,965666.666666667,0,0,1,97,5,2,48,1,5
4577493,1,0,45,1,2,4,1,0,946544.3125,4601.2568359375,946544.333333333,946544.333333333,0,0,1,55,3,2,48,1,4
4577493,1,0,23,1,8,7,1,0,1271544.375,7417.34228515625,1271544.33333333,1271544.33333333,0,0,1,44,6,2,40,1,5
4577496,2,1,33,1,14,6,1,0,1496544.375,6983.87353515625,1746544.33333333,1496544.33333333,0,0,1,58,5,2,50,1,4
4577496,2,0,30,1,16,6,1,0,927786.3125,4510.072265625,927786.333333333,927786.333333333,0,0,1,45,5,2,48,1,5
4577497,2,0,37,1,0,6,1,0,902718.4375,4212.68603515625,1029718.41666667,1029718.41666667,0,0,1,58,5,1,50,1,5
4577498,2,1,43,1,84,6,1,0,8e+05,4666.66650390625,8e+05,8e+05,1,1,0,98,5,2,40,4,1
4577499,4,1,41,1,12,7,1,0,1700000,8263.888671875,1700000,1700000,0,1,1,39,6,2,48,4,5
4577500,2,1,29,1,6,6,1,0,929453,4518.17431640625,929453,929453,0,0,1,84,5,2,48,1,5
4577500,2,0,32,1,15,6,1,0,990883.9375,4816.796875,990883.916666667,990883.916666667,0,0,1,97,5,2,48,1,5
4577502,1,1,38,1,6,6,1,0,1400000,5444.4443359375,1400000,1400000,1,1,0,95,5,2,60,4,1
4577503,3,1,46,1,3,6,1,0,2e+06,9722.22265625,2e+06,2e+06,1,1,1,95,5,1,48,4,1
4577504,2,1,53,1,7,6,1,0,7e+05,2333.33325195312,7e+05,7e+05,1,1,1,98,5,2,70,4,1
4577504,2,0,52,4,120,5,1,0,2e+05,5833.33349609375,2e+05,2e+05,1,1,0,79,4,1,8,4,1
4577504,2,1,19,1,3,6,1,0,869453,4226.5078125,869453,869453,0,0,0,38,5,2,48,1,5
4577505,2,0,32,1,3,6,1,0,811242,3785.7958984375,811242,811242,1,0,1,54,5,2,50,3,1
4577505,2,1,37,1,120,7,1,0,1344877.625,5230.07958984375,1344877.66666667,1344877.66666667,0,0,1,39,6,2,60,1,5
4577507,1,0,37,4,120,4,1,0,2e+05,1944.44445800781,270000,270000,1,1,0,45,3,2,24,4,1
4577508,1,0,54,1,180,4,1,0,930929.4375,4525.3515625,930929.416666667,930929.416666667,0,0,1,79,3,2,48,1,4
4577509,2,1,53,1,180,5,1,0,1400000,6533.33349609375,1700000,1700000,1,0,0,84,4,2,50,5,2
4577509,2,1,26,1,24,7,1,0,7e+05,3402.77783203125,7e+05,7e+05,1,1,0,98,6,2,48,4,1
4577509,2,1,24,1,60,6,1,0,5e+05,2592.59252929688,5e+05,5e+05,1,0,0,84,5,2,45,1,2
4577510,2,1,35,6,10,6,1,0,916119.6875,5937.81298828125,916119.666666667,916119.666666667,0,0,1,97,5,1,36,1,5
4577510,2,0,38,1,2,6,1,0,930929.4375,4525.3515625,930929.416666667,930929.416666667,0,0,1,55,5,1,48,1,4
4577511,2,0,27,1,3,6,1,0,899053,2622.23803710938,1139053,1139053,0,0,1,59,5,2,80,1,3
4577511,2,1,29,1,60,6,1,0,1288211,6262.13671875,1288211,1288211,0,0,1,58,5,2,48,1,5
4577512,2,1,35,1,60,1,1,0,8e+05,2828.28271484375,8e+05,8e+05,1,1,0,45,1,2,66,4,1
4577513,2,1,43,1,3,6,1,0,2500000,11666.6669921875,2500000,2500000,1,1,0,95,5,2,50,4,1
4577513,2,0,36,1,120,6,1,0,6e+05,3500,6e+05,6e+05,1,1,0,54,5,2,40,4,1
4577513,2,1,18,1,18,6,1,0,5e+05,2287.58178710938,5e+05,5e+05,1,0,0,84,5,2,51,1,2
4577514,2,0,38,1,6,7,1,0,6e+06,35000,6e+06,6e+06,0,1,1,2,6,2,40,4,5
4577514,2,1,52,6,104,7,1,0,3141666.75,18326.388671875,3141666.66666667,3141666.66666667,0,0,1,39,6,2,40,2,5
4577515,2,1,65,1,24,5,1,0,8e+05,2592.59252929688,8e+05,8e+05,1,1,0,98,4,2,72,4,1
4577516,2,1,33,1,81,5,1,0,1255711,6104.15087890625,1505711,1505711,0,0,1,99,4,2,48,1,5
4577517,3,1,54,1,36,7,1,0,8e+05,6222.22216796875,1230000,1230000,1,1,1,3,6,2,30,4,2
4577520,1,0,61,1,3,6,1,0,3e+05,1400,1650000,1650000,1,1,1,54,5,2,50,4,1
4577520,1,0,23,1,36,7,1,0,930929.4375,4525.3515625,1097596.41666667,930929.416666667,0,0,1,39,6,2,48,1,5
4577521,1,1,46,1,12,5,1,0,8e+05,3733.33325195312,8e+05,8e+05,1,0,0,95,4,2,50,5,2
4577522,1,0,30,1,24,6,1,0,1040929.4375,5060.07373046875,1170929.41666667,1170929.41666667,0,0,1,58,5,2,48,1,5
4577529,2,0,38,1,14,6,1,0,1085211,5275.3310546875,1085211,1085211,0,0,1,59,5,2,48,1,5
4577529,2,0,19,1,24,7,1,0,1618211,9439.564453125,1618211,1618211,0,0,1,3,6,2,40,1,5
4580982,1,1,39,1,20,5,1,0,1120000,5226.66650390625,1120000,1120000,0,0,0,95,4,2,50,1,4
4580983,2,0,43,1,60,6,1,0,846345.5,4114.1796875,846345.5,846345.5,0,0,1,62,5,2,48,1,5
4580983,2,1,41,1,120,6,1,0,1300000,5055.5556640625,1300000,1300000,0,0,1,58,5,2,60,1,5
4582987,2,1,48,1,180,5,1,0,781242,2531.802734375,781242,781242,1,1,0,57,4,2,72,4,2
4582987,2,0,50,4,3,4,1,0,781242,7595.408203125,781242,781242,1,1,0,57,3,2,24,4,2
4582988,2,0,24,1,2,7,1,0,9e+05,4200,9e+05,9e+05,1,0,1,45,6,2,50,1,2
4582990,3,1,43,1,6,6,1,0,1300833.375,5058.79638671875,1300833.33333333,1300833.33333333,0,0,1,53,5,2,60,1,4
4582990,3,0,27,1,2,6,1,0,1059044.375,5148.13232421875,1059044.33333333,1059044.33333333,0,0,1,44,5,2,48,1,5
4584369,3,1,43,6,24,6,1,0,8e+05,3888.88891601562,8e+05,8e+05,1,1,0,79,5,2,48,4,1
4584369,3,0,30,6,12,6,1,0,980711,4767.34521484375,980711,980711,0,0,1,45,5,2,48,1,4
4584370,3,0,37,1,120,7,1,0,985719.6875,4791.69287109375,985719.666666667,985719.666666667,0,0,1,97,6,2,48,1,5
4584370,3,1,41,1,24,4,1,0,1200000,4666.66650390625,1200000,1200000,0,0,0,98,3,2,60,1,5
4584371,3,1,18,1,1,6,1,0,480000,2333.33325195312,480000,480000,0,0,0,99,5,2,48,1,4
4584371,3,0,26,1,4,7,1,0,905000,4399.3056640625,905000,905000,0,0,1,38,6,2,48,1,5
4584373,3,0,51,6,108,3,1,0,781242,4557.2451171875,961242,961242,1,0,0,54,3,2,40,3,1
4584373,3,0,32,1,36,6,1,0,982794.3125,4777.47216796875,982794.333333333,982794.333333333,0,0,1,45,5,2,48,1,5
4584373,3,1,32,6,60,6,1,0,1660666.625,8072.68505859375,1660666.66666667,1660666.66666667,0,0,1,53,5,2,48,1,4
4584374,2,1,43,6,120,6,1,0,1650166.625,8021.6435546875,1780166.66666667,1780166.66666667,0,0,1,98,5,2,48,1,5
4584375,2,0,41,1,84,5,1,0,6e+05,2916.66674804688,6e+05,6e+05,1,1,0,57,4,2,48,4,2
4584375,2,1,33,1,6,5,1,0,8e+05,3888.88891601562,8e+05,8e+05,1,0,1,95,4,2,48,1,2
4584376,1,1,54,1,180,5,1,0,9e+05,4375,9e+05,9e+05,1,1,0,81,4,2,48,4,1
4584377,1,0,33,6,2,4,1,0,120000,4666.66650390625,120000,120000,0,0,0,36,3,2,6,1,5
4584377,1,1,41,1,60,4,1,0,930929.4375,4259.154296875,930929.416666667,930929.416666667,0,0,1,89,3,2,51,1,4
4584379,2,0,61,1,180,5,1,0,7e+05,2268.5185546875,1100000,7e+05,1,1,0,45,4,2,72,4,1
4584379,2,0,41,6,2,6,1,0,869453,4226.5078125,869453,869453,0,0,1,39,5,2,48,1,4
4584379,2,1,21,6,3,7,1,0,869453,4226.5078125,869453,869453,0,0,1,33,6,2,48,1,4
4584380,2,1,34,1,96,7,1,0,6e+05,3500,6e+05,6e+05,1,1,0,3,6,2,40,4,1
4584381,1,0,67,1,132,3,1,0,3e+05,1944.44445800781,546000,546000,0,0,0,99,3,2,36,1,5
4584382,2,0,29,4,6,6,1,0,30000,500,30000,30000,1,1,0,13,5,1,14,4,1
4584382,2,0,26,4,48,6,1,0,30000,1166.66662597656,30000,30000,1,1,0,13,5,1,6,4,1
4584383,2,1,37,1,1,6,1,0,9e+05,4375,9e+05,9e+05,0,0,1,58,5,2,48,1,5
4584384,1,1,33,1,30,5,1,0,8e+05,3733.33325195312,1e+06,1e+06,1,1,0,98,4,1,50,4,1
4584384,1,0,31,4,24,6,1,0,6e+05,7000,6e+05,6e+05,1,1,0,41,5,2,20,4,1
4584385,3,0,57,1,3,4,1,0,420000,4083.33325195312,420000,420000,1,0,0,54,3,2,24,3,1
4584386,3,1,31,1,96,7,1,0,5200000,25277.77734375,5200000,5200000,0,0,1,3,6,2,48,1,5
4584386,3,1,59,1,60,7,1,0,1.1e+07,57037.03515625,14015000,14015000,0,0,1,21,6,2,45,1,5
4584386,3,0,30,1,96,7,1,0,5e+06,24305.5546875,5e+06,5e+06,0,0,1,70,6,2,48,1,5
4584388,1,1,24,1,36,6,1,0,1092211,5309.35888671875,1092211,1092211,0,0,1,58,5,2,48,1,5
4584388,1,1,51,1,120,4,1,0,1063211,5168.38671875,1063211,1063211,0,0,1,58,3,2,48,1,5
4584388,1,0,26,4,7,6,1,0,981119.6875,4769.33203125,1131119.66666667,1131119.66666667,0,0,1,39,5,2,48,1,5
4584389,2,1,26,6,1,6,1,0,1133333.375,5509.25927734375,1133333.33333333,1133333.33333333,0,0,1,83,5,2,48,1,4
4584389,2,0,46,1,204,4,1,0,842726.4375,4096.5869140625,942726.416666667,942726.416666667,0,0,1,55,3,2,48,1,5
4584389,2,0,23,1,2,6,1,0,869453,4226.5078125,869453,869453,0,0,1,45,5,2,48,1,5
4584390,2,0,25,1,4,6,1,0,869453,4226.5078125,869453,869453,0,0,1,53,5,2,48,1,5
4584390,2,1,61,6,580,4,1,0,350000,2333.33325195312,350000,350000,1,1,0,95,3,2,35,4,1
4584391,1,0,51,4,3,4,1,0,80000,1037.03698730469,80000,80000,1,1,0,55,3,1,18,4,1
4584391,1,1,22,6,1,6,1,0,1088211,5642.57568359375,1088211,1088211,0,0,1,3,5,2,45,1,4
4584392,1,1,33,1,6,5,1,0,6e+05,2000,6e+05,6e+05,1,1,0,99,4,2,70,4,1
4584393,2,1,60,1,1,7,1,0,1260211.125,7351.2314453125,1260211,1260211,0,0,1,39,6,2,40,2,5
4584394,2,1,54,1,60,7,1,0,1566666.75,7311.111328125,1566666.66666667,1566666.66666667,0,0,1,2,6,2,50,1,5
4584394,2,0,57,1,60,7,1,0,975711,4743.03955078125,975711,975711,0,0,1,39,6,2,48,1,5
4584395,2,0,28,1,3,7,1,0,2e+06,9722.22265625,2e+06,2e+06,0,1,1,2,6,2,48,4,5
4584396,2,0,36,6,12,6,1,0,888211,4317.6923828125,888211,888211,1,0,1,33,5,2,48,1,2
4584396,2,1,54,6,120,5,1,0,7e+05,3402.77783203125,7e+05,7e+05,1,1,0,95,4,2,48,4,1
4584397,2,0,19,6,12,6,1,0,4e+05,1555.55554199219,4e+05,4e+05,0,1,0,77,5,2,60,4,3
4584397,2,0,38,6,120,6,1,0,7e+05,3333.33325195312,1044166.66666667,1044166.66666667,0,1,0,99,5,2,49,4,3
4584398,2,0,68,1,3,4,1,0,3e+05,2333.33325195312,380000,380000,0,0,0,53,3,1,30,1,3
4584399,2,0,42,4,22,7,1,0,842718.4375,4915.857421875,842718.416666667,842718.416666667,0,0,1,54,6,2,40,1,4
4584400,2,1,33,6,96,7,1,0,1436211,6981.5810546875,1436211,1436211,0,0,1,3,6,2,48,1,5
4584400,2,0,35,1,12,7,1,0,1188211,4950.87939453125,1188211,1188211,0,0,1,45,6,2,56,1,5
4584401,2,0,36,1,12,4,1,0,984877.6875,4787.60009765625,1014877.66666667,1014877.66666667,0,0,1,79,3,2,48,1,5
4584401,2,1,33,1,4,6,1,0,1014877.6875,4933.43310546875,1044877.66666667,1044877.66666667,0,0,1,79,5,2,48,1,5
4584403,1,0,18,3,5,7,1,0,5e+05,5833.33349609375,5e+05,5e+05,0,0,0,39,6,2,20,1,5
4584403,1,1,25,6,18,7,1,0,5e+05,5833.33349609375,5e+05,5e+05,0,0,0,39,6,1,20,1,5
4584403,1,1,27,6,7,6,1,0,1833333.375,8555.5556640625,1833333.33333333,1833333.33333333,0,0,1,70,5,1,50,1,5
4584405,1,0,42,1,36,4,1,0,961929.4375,4676.0458984375,961929.416666667,961929.416666667,1,0,1,55,3,2,48,1,2
4584406,2,1,19,1,8,6,1,0,1100000,5347.22216796875,1100000,1100000,1,0,0,95,5,1,48,1,2
4584406,2,1,47,1,12,4,1,0,1100000,4277.77783203125,1100000,1100000,1,0,0,95,3,1,60,5,2
4584406,2,1,20,1,12,6,1,0,1500000,6363.63623046875,1500000,1500000,1,1,0,41,5,2,55,4,2
4584407,2,0,45,6,120,6,1,0,4e+05,1944.44445800781,4e+05,4e+05,1,1,0,79,5,2,48,4,1
4584407,2,1,23,1,30,6,1,0,7e+05,5444.4443359375,7e+05,7e+05,1,1,0,79,5,2,30,4,2
4584408,2,0,41,6,92,6,1,0,464721,4518.12060546875,464721,464721,0,0,1,55,5,2,24,1,4
4584408,2,1,45,6,94,5,1,0,1200000,5833.33349609375,1200000,1200000,1,1,0,93,4,2,48,4,1
4584409,2,0,37,4,15,4,1,0,936119.6875,5460.6982421875,936119.666666667,936119.666666667,1,0,0,54,3,2,40,3,1
4584410,2,0,42,1,3,6,1,0,120000,583.333312988281,120000,120000,1,1,0,79,5,2,48,4,2
4584410,2,1,52,1,24,7,1,0,1380000,6708.33349609375,2046667,1380000,0,0,1,58,6,2,48,1,5
4584411,2,1,47,1,36,4,1,0,3e+06,14583.3330078125,3e+06,3e+06,1,1,0,21,3,2,48,4,1
4584411,2,0,49,1,4,3,1,0,8e+05,3888.88891601562,8e+05,8e+05,1,0,1,54,3,2,48,3,1
4584412,2,0,51,1,36,6,1,0,4e+05,1111.11108398438,1100000,1100000,1,1,0,41,5,2,84,4,1
4584414,2,0,51,1,36,5,1,0,5e+05,3153.15307617188,560000,5e+05,1,1,0,41,4,2,35,4,1
4584415,2,1,46,1,84,6,1,0,1021666.6875,4767.77783203125,1021666.66666667,1021666.66666667,0,0,1,37,5,2,50,1,5
4584415,2,0,41,1,24,6,1,0,930929.4375,4525.3515625,930929.416666667,930929.416666667,0,0,1,55,5,2,48,1,3
4584416,2,1,35,1,144,6,1,0,942211,4580.1923828125,942211,942211,0,0,1,74,5,2,48,1,5
4584416,2,0,30,1,180,4,1,0,4e+05,1296.29626464844,4e+05,4e+05,1,1,0,45,3,2,72,4,1
4584417,2,0,31,1,2,6,1,0,869453,3622.72094726562,869453,869453,0,0,1,45,5,2,56,1,5
4584418,2,0,61,6,3,4,1,0,280000,4083.33325195312,1267492,1267492,0,1,1,79,3,2,16,4,3
4584419,2,0,35,1,24,7,1,0,928333.3125,4512.7314453125,928333.333333333,928333.333333333,0,0,1,39,6,2,48,1,5
4584420,2,1,44,1,60,4,1,0,1200000,3888.88891601562,1200000,1200000,1,1,0,84,3,2,72,4,1
4584421,2,1,43,1,24,6,1,0,1203144.375,5848.61865234375,1203144.33333333,1203144.33333333,0,0,1,58,5,2,48,1,5
4584421,2,0,33,1,2,6,1,0,1060211,5153.8037109375,1060211,1060211,0,0,1,58,5,2,48,1,5
4584422,2,0,24,6,10,7,1,0,1298211,7572.8974609375,1448211,1448211,0,0,1,39,6,2,40,1,5
4584424,2,0,27,1,5,7,1,0,2029000,13150.92578125,2029000,2029000,0,0,1,59,6,2,36,1,5
4584427,2,1,30,6,24,6,1,0,1902544.375,9248.4794921875,1902544.33333333,1902544.33333333,0,0,1,58,5,2,48,2,5
4584428,2,1,69,1,268,5,1,0,6e+05,1866.66662597656,6e+05,6e+05,1,1,0,80,4,2,75,4,1
4584428,2,1,28,1,36,6,1,0,1539000,5985,1539000,1539000,0,0,1,85,5,2,60,1,5
4584428,2,0,30,1,12,6,1,0,1203544.375,5850.56298828125,1203544.33333333,1203544.33333333,0,0,1,39,5,2,48,1,4
4584428,2,0,25,4,7,6,1,0,955711,4955.53857421875,955711,955711,1,0,1,33,5,2,45,1,2
4584429,2,0,30,1,96,6,1,0,958929.4375,5203.4931640625,958929.416666667,958929.416666667,1,0,1,59,5,2,43,1,2
4584430,3,0,34,6,3,7,1,0,1481242,7200.48193359375,1481242,1481242,0,0,1,13,6,2,48,1,4
4584431,2,1,31,6,72,6,1,0,1500000,5833.33349609375,1500000,1500000,1,0,0,41,5,2,60,5,2
4584431,2,0,38,6,7,7,1,0,2e+06,8187.13427734375,2e+06,2e+06,1,0,0,41,6,2,57,5,2
4584432,2,0,25,1,48,7,1,0,1841666.625,8952.5458984375,1841666.66666667,1841666.66666667,0,0,1,35,6,2,48,1,5
4584432,2,1,57,1,180,6,1,0,1508333.375,7332.17626953125,1508333.33333333,1508333.33333333,0,0,1,39,5,2,48,1,5
4584432,2,1,24,1,1,6,1,0,1200000,5185.18505859375,1200000,1200000,0,1,1,3,5,2,54,4,5
4584433,3,0,28,4,12,7,1,0,1200000,11666.6669921875,1200000,1200000,0,1,1,55,6,2,24,4,5
4584433,3,1,27,4,2,7,1,0,1200000,7777.77783203125,1270000,1270000,0,1,0,55,6,2,36,4,5
4584434,3,0,53,1,52,6,1,0,930929.4375,4525.3515625,930929.416666667,930929.416666667,0,0,1,58,5,2,48,1,5
4584435,3,0,61,6,240,5,1,0,3e+05,2916.66674804688,4700000,4700000,1,1,0,79,4,2,24,4,1
4584435,3,1,31,1,7,7,1,0,1300000,4333.33349609375,1300000,1300000,0,0,0,58,6,2,70,1,4
4584437,3,0,35,1,60,6,1,0,1200000,7777.77783203125,1200000,1200000,1,0,0,50,5,2,36,1,2
4584437,3,1,38,1,1,3,1,0,8e+05,2666.66674804688,8e+05,8e+05,1,0,0,40,3,2,70,1,2
4584438,3,1,59,1,36,6,1,0,8e+06,24242.423828125,8e+06,8e+06,0,1,0,98,5,2,77,4,5
4584438,3,1,30,6,36,7,1,0,3787500,18411.458984375,3787500,3787500,0,0,1,39,6,2,48,1,5
4584441,3,1,44,6,48,7,1,0,6e+05,2500,6e+05,6e+05,1,1,0,79,6,2,56,4,1
4584441,3,1,27,1,24,6,1,0,1200000,5000,1350000,1350000,0,0,0,53,5,2,56,1,3
4584442,3,0,55,4,96,6,1,0,850000,3672.83959960938,850000,850000,1,1,0,79,5,2,54,4,2
4584443,3,1,60,4,24,6,1,0,4e+05,4666.66650390625,4e+05,4e+05,1,0,1,54,5,1,20,3,1
4584444,2,1,44,1,36,6,1,0,8e+05,3888.88891601562,8e+05,8e+05,1,1,0,98,5,1,48,4,1
4584444,2,0,21,1,5,5,1,0,1021119.6875,4963.7763671875,1021119.66666667,1021119.66666667,0,0,1,55,4,2,48,1,5
4584447,3,0,47,6,224,7,1,0,3841250,17925.833984375,3841250,3841250,0,0,1,13,6,1,50,1,5
4584448,2,1,38,1,24,5,1,0,1393877.625,6775.7939453125,1428877.66666667,1428877.66666667,0,0,1,77,4,1,48,1,5
4584449,3,1,57,6,300,7,1,0,5133333,24953.701171875,6033333.33333333,6033333.33333333,0,0,1,2,6,2,48,2,5
4584449,3,0,47,6,288,6,1,0,1833333.375,8912.037109375,1833333.33333333,1833333.33333333,0,0,1,39,5,2,48,1,5
4584450,2,0,53,4,96,5,1,0,360000,2000,2010000,2010000,1,1,0,54,4,2,30,4,1
4584452,3,0,54,1,12,5,1,0,781242,3797.7041015625,2031242,781242,1,0,1,45,4,2,48,1,2
4584452,3,1,54,1,1,4,1,0,7e+05,2722.22216796875,1100000,1100000,1,0,0,45,3,2,60,1,2
4584453,3,0,55,1,48,5,1,0,2e+06,9722.22265625,2e+06,2e+06,1,0,0,21,4,2,48,5,2
4584454,3,1,47,1,3,6,1,0,7e+05,2041.66662597656,7e+05,7e+05,1,1,0,98,5,2,80,4,1
4584455,2,1,29,1,36,7,1,0,1776000,10360,1776000,1776000,0,0,1,2,6,2,40,1,5
4584457,3,0,48,6,240,7,1,0,2979166.75,14482.060546875,2979166.66666667,2979166.66666667,0,0,1,13,6,2,48,1,5
4584458,2,1,21,1,4,6,1,0,1088211,5289.91455078125,1238211,1088211,0,0,1,84,5,1,48,1,5
4584459,2,0,50,1,10,6,1,0,781242,4050.88452148438,781242,781242,0,0,1,32,5,2,45,1,3
4584459,2,1,19,3,36,7,1,0,2e+05,11666.6669921875,216666.666666667,216666.666666667,1,1,0,13,6,2,4,4,1
4584460,3,1,47,1,2,5,1,0,1792500,6970.83349609375,1822500,1822500,0,0,1,98,4,2,60,1,4
4584460,3,0,41,4,84,7,1,0,962786.3125,4680.21142578125,1462786.33333333,1462786.33333333,1,0,1,55,6,2,48,1,2
4584460,3,0,22,1,8,7,1,0,1341666.625,6956.7900390625,1341666.66666667,1341666.66666667,0,0,1,11,6,2,45,1,5
4584461,3,1,47,1,36,6,1,0,2263044.5,11000.9111328125,2403044.33333333,2403044.33333333,0,0,1,44,5,2,48,1,5
4584461,3,0,34,1,12,5,1,0,1282877.625,6236.21044921875,1282877.66666667,1282877.66666667,0,0,1,40,4,2,48,1,4
4584463,3,0,28,1,1,6,1,0,7e+05,2722.22216796875,7e+05,7e+05,1,0,0,79,5,2,60,1,2
4584463,3,0,49,1,8,5,1,0,9e+05,3500,9e+05,9e+05,0,1,0,57,4,2,60,4,4
4584464,3,0,46,6,112,7,1,0,866666.6875,4212.962890625,866666.666666667,866666.666666667,0,0,1,39,6,2,48,1,5
4584465,2,1,28,6,2,6,1,0,899453,6995.74560546875,899453,899453,0,0,1,98,5,2,30,1,5
4584465,2,0,26,4,12,6,1,0,174000,2030,174000,174000,1,1,0,54,5,2,20,4,1
4584466,3,0,57,1,60,3,1,0,1150000,5590.27783203125,1390000,1390000,1,0,0,54,3,2,48,3,1
4584467,2,1,28,1,1,6,1,0,860000,2866.66674804688,860000,860000,1,1,0,98,5,1,70,4,1
4584468,3,1,33,1,12,6,1,0,750000,2430.5556640625,750000,750000,0,0,0,84,5,2,72,1,3
4584468,3,0,28,4,2,7,1,0,5e+05,1666.66662597656,6e+05,6e+05,1,0,0,99,6,2,70,1,2
4584471,3,0,42,1,96,7,1,0,2816666.75,16430.556640625,2816666.66666667,2816666.66666667,0,0,1,21,6,2,40,1,4
4584472,3,0,37,1,1,7,1,0,1500000,4166.66650390625,1875000,1875000,1,0,0,54,6,2,84,3,2
4584473,2,1,35,1,12,7,1,0,9e+05,5250,9e+05,9e+05,1,0,0,51,6,1,40,1,2
4584473,2,0,33,4,3,7,1,0,2064000,9261.5380859375,2064000,2064000,0,0,1,2,6,2,48,1,4
4584474,2,0,47,1,48,3,1,0,781242,2170.11669921875,781242,781242,0,0,0,53,3,2,84,1,3
4584474,2,1,42,1,24,4,1,0,1083333.375,3159.72241210938,1083333.33333333,1083333.33333333,0,0,1,58,3,2,80,1,5
4584474,2,0,23,1,12,6,1,0,1171544.375,5695.00732421875,1171544.33333333,1171544.33333333,0,0,1,58,5,2,48,1,5
4584475,2,0,60,4,172,3,1,0,5e+05,2916.66674804688,5e+05,5e+05,1,1,0,55,3,1,40,4,1
4584476,3,1,30,1,2,7,1,0,2400000,9333.3330078125,2400000,2400000,0,0,1,58,6,2,60,1,5
4584476,3,0,66,4,12,7,1,0,50000,5833.33349609375,1950000,1950000,1,1,0,45,6,2,2,4,1
4584476,3,0,29,1,1,7,1,0,1825000,8871.52734375,1825000,1825000,0,0,1,2,6,2,48,1,5
4584477,3,1,28,1,14,6,1,0,781242,2170.11669921875,781242,781242,0,0,0,97,5,2,84,1,4
4584477,3,0,37,6,8,5,1,0,653333.3125,4355.55517578125,853333.333333333,853333.333333333,0,0,0,53,4,2,35,1,4
4584477,3,1,21,1,2,5,1,0,8e+05,2828.28271484375,8e+05,8e+05,0,0,0,3,4,2,66,1,4
4584478,5,0,21,1,3,7,1,0,1410000,13708.3330078125,1410000,1410000,0,1,1,19,6,2,24,4,4
4584480,3,0,51,6,120,7,1,0,2500000,19444.4453125,3700000,3700000,1,1,0,16,6,1,30,4,1
4584480,3,1,50,1,360,6,1,0,2500000,6944.4443359375,2500000,2500000,1,1,0,44,5,2,84,4,1
4584482,3,0,55,6,60,7,1,0,5375000,26128.47265625,5375000,5375000,0,0,1,12,6,2,48,2,5
4584483,3,0,58,1,120,6,1,0,4e+05,4666.66650390625,460000,460000,1,0,1,54,5,2,20,3,1
4584484,3,0,44,1,120,7,1,0,4050000,19285.71484375,4290000,4290000,0,0,1,7,6,2,49,1,5
4584484,3,1,42,1,42,7,1,0,4183333.25,20335.6484375,4183333.33333333,4183333.33333333,0,0,1,2,6,2,48,1,5
4584485,3,1,23,1,3,6,1,0,2e+05,1333.33337402344,280000,280000,0,0,0,53,5,2,35,1,3
4584487,2,0,20,4,1,7,1,0,320000,2666.66674804688,320000,320000,1,0,0,45,6,1,28,1,2
4584487,2,1,29,1,36,5,1,0,930929.4375,4022.53466796875,930929.416666667,930929.416666667,0,0,1,97,4,2,54,1,4
4584488,5,0,55,1,156,7,1,0,2700000,13125,2700000,2700000,0,0,1,44,6,2,48,1,5
4584489,3,1,45,6,120,6,1,0,7e+05,4537.037109375,7e+05,7e+05,1,1,1,45,5,2,36,4,1
4584491,3,0,25,6,60,6,1,0,2e+06,11666.6669921875,2e+06,2e+06,0,0,1,21,5,2,40,1,4
4584492,3,0,27,1,1,7,1,0,1e+06,5833.33349609375,1e+06,1e+06,0,1,1,7,6,2,40,4,5
4584492,3,1,31,1,2,7,1,0,4883333,10851.8515625,4883333.33333333,4883333.33333333,0,0,1,6,6,2,105,2,5
4584493,3,0,23,6,3,7,1,0,7e+05,3266.66674804688,7e+05,7e+05,0,0,0,13,6,2,50,1,4
4584493,3,0,52,6,12,7,1,0,2e+05,4666.66650390625,1435000,1435000,1,1,0,12,6,2,8,4,1
