"directorio","estrato1","sex","age","p6240","p6426","maxEducLevel","ocu","dsi","y_total_m","y_total_m_ha","ingtot","ingtotob","microEmpresa","cuentaPropia","formal","oficio","p6210","p7090","hoursWorkUsual","relab","sizeFirm"
4713345,3,1,27,1,3,7,1,0,1700000,9916.6669921875,1700000,1700000,0,1,0,3,6,2,40,4,5
4714858,2,1,76,6,180,3,1,0,3e+05,2333.33325195312,1081242,3e+05,1,1,1,95,3,2,30,4,1
4714858,2,1,53,1,36,5,1,0,8e+05,3733.33325195312,8e+05,8e+05,1,1,1,95,4,2,50,4,1
4714858,2,0,22,1,3,6,1,0,899453,4372.3408203125,899453,899453,0,0,1,39,5,2,48,1,4
4714858,2,0,51,4,24,5,1,0,78000,2275,78000,78000,1,1,0,45,4,1,8,4,1
4714858,2,1,36,1,12,6,1,0,869453,3381.2060546875,869453,869453,0,0,1,95,5,2,60,1,4
4714858,2,0,30,1,48,6,1,0,820000,3986.11108398438,820000,820000,0,0,1,39,5,2,48,1,5
4714859,2,0,47,1,120,4,1,0,7e+05,4083.33325195312,9e+05,9e+05,1,1,0,45,3,2,40,4,1
4714860,3,1,48,1,48,6,1,0,1500000,6481.4814453125,4100000,4100000,1,1,0,87,5,2,54,4,2
4714862,2,0,42,1,0,5,1,0,1019453,4757.447265625,1019453,1019453,1,0,0,54,4,2,40,3,1
4714862,2,0,20,3,1,7,1,0,2e+05,3333.33325195312,2e+05,2e+05,1,1,0,38,6,1,14,4,1
4714863,2,1,40,1,8,3,1,0,1016119.6875,4939.470703125,1016119.66666667,1016119.66666667,0,0,1,99,3,2,48,1,5
4714863,2,0,38,1,2,6,1,0,869453,4226.5078125,869453,869453,0,0,1,33,5,1,48,1,5
4714864,2,0,33,1,11,5,1,0,1120000,3733.33325195312,1456000,1456000,1,0,0,53,4,2,70,1,2
4714864,2,1,29,1,18,4,1,0,8e+05,2424.24243164062,8e+05,8e+05,1,1,0,99,3,2,77,4,2
4714865,1,1,64,1,360,5,1,0,1e+06,2592.59252929688,1e+06,1e+06,1,1,0,45,4,2,90,4,1
4714865,1,1,18,1,6,5,1,0,7e+05,2474.74755859375,780000,780000,0,0,0,53,4,2,66,1,3
4714866,2,0,57,1,27,5,1,0,6e+05,3500,7e+05,7e+05,0,0,0,53,4,2,40,1,3
4714866,2,0,24,4,1,6,1,0,478211,7438.837890625,478211,478211,0,0,1,36,5,1,15,1,5
4714866,2,0,35,1,1,5,1,0,4e+05,2666.66674804688,880000,880000,1,0,0,53,4,2,35,1,2
4714866,2,1,24,1,6,5,1,0,840000,4666.66650390625,1140000,1140000,0,0,0,59,4,2,42,1,3
4714866,2,1,62,1,36,5,1,0,1e+06,3535.353515625,1e+06,1e+06,1,0,0,80,4,2,66,1,2
4714867,2,1,21,1,18,7,1,0,8e+05,3111.11108398438,8e+05,8e+05,1,1,0,59,6,2,60,4,1
4714867,2,1,51,1,4,3,1,0,1100000,4277.77783203125,1100000,1100000,1,0,0,58,3,2,60,1,2
4714868,2,0,33,1,12,6,1,0,160000,777.777770996094,160000,160000,1,1,0,41,5,2,48,4,2
4714869,2,1,26,1,2,7,1,0,869453,4226.5078125,869453,869453,0,0,1,55,6,2,48,1,5
4714870,2,1,34,1,6,6,1,0,1e+06,3888.88891601562,1e+06,1e+06,1,0,1,98,5,2,60,1,2
4714870,2,0,30,4,48,6,1,0,1e+05,2333.33325195312,1e+05,1e+05,1,1,0,57,5,2,10,4,1
4714871,2,0,28,1,72,7,1,0,1950000,9479.1669921875,1950000,1950000,0,0,1,39,6,2,48,1,5
4714872,2,0,32,1,2,7,1,0,781242,3645.7958984375,781242,781242,1,0,0,45,6,2,50,1,2
4714872,2,1,28,1,2,6,1,0,5e+05,3333.33325195312,5e+05,5e+05,1,1,0,45,5,2,35,4,2
4714873,2,1,53,1,24,6,1,0,1009044.3125,4708.87353515625,1209044.33333333,1209044.33333333,0,0,1,87,5,2,50,1,5
4714873,2,0,50,4,2,5,1,0,2e+05,5833.33349609375,2e+05,2e+05,1,0,0,54,4,2,8,3,1
4714874,2,0,33,1,58,5,1,0,1600000,7777.77783203125,1600000,1600000,1,0,0,53,4,2,48,1,2
4714874,2,1,41,1,240,4,1,0,8e+05,3733.33325195312,8e+05,8e+05,1,1,0,95,3,2,50,4,1
4714875,3,1,38,1,72,4,1,0,1400000,6805.5556640625,1400000,1400000,0,0,0,95,3,2,48,1,5
4714875,3,0,41,4,2,6,1,0,370000,3197.53076171875,670000,670000,1,1,0,55,5,2,27,4,1
4714875,3,1,20,1,7,6,1,0,934556.5,4542.98291015625,934556.5,934556.5,0,0,0,95,5,2,48,1,5
4714876,2,0,21,1,1,7,1,0,816666.6875,6351.85205078125,816666.666666667,816666.666666667,1,0,0,33,6,2,30,1,2
4714876,2,0,32,1,1,6,1,0,962119.6875,4676.970703125,962119.666666667,962119.666666667,0,0,1,45,5,2,48,1,5
4714877,2,1,29,1,5,6,1,0,780000,3791.66674804688,780000,780000,1,0,0,98,5,2,48,3,2
4714877,2,0,37,1,24,6,1,0,350000,1701.38891601562,350000,350000,1,1,0,45,5,2,48,4,2
4714880,2,0,30,1,12,6,1,0,5e+05,2243.58984375,5e+05,5e+05,1,0,0,45,5,2,52,5,2
4714880,2,1,33,1,11,6,1,0,5e+05,2243.58984375,5e+05,5e+05,1,0,0,45,5,2,52,5,2
4714880,2,1,28,1,11,6,1,0,4e+05,1666.66662597656,1300000,1300000,1,0,0,45,5,2,52,5,2
4714881,2,1,48,1,8,5,1,0,932744.6875,4534.17578125,932744.666666667,932744.666666667,0,0,1,79,4,2,48,1,4
4714881,2,1,29,1,36,6,1,0,1054877.625,5127.87744140625,1054877.66666667,1054877.66666667,0,0,1,95,5,2,48,1,5
4714882,2,1,34,1,72,6,1,0,1073744.625,5219.591796875,1673744.66666667,1673744.66666667,0,0,1,55,5,2,48,1,5
4714883,2,1,50,1,36,6,1,0,781242,2531.802734375,781242,781242,1,1,0,45,5,2,72,4,1
4714883,2,0,40,1,6,6,1,0,986786.3125,4796.8779296875,986786.333333333,986786.333333333,0,0,1,55,5,2,48,1,5
4714884,2,0,25,4,36,6,1,0,4e+05,4666.66650390625,4e+05,4e+05,1,1,0,79,5,2,20,4,1
4714884,2,1,34,1,9,3,1,0,1400000,7259.25927734375,1400000,1400000,0,1,1,95,3,2,45,4,4
4714885,2,1,34,1,1,6,1,0,1100000,5347.22216796875,1100000,1100000,0,0,1,58,5,2,48,1,3
4714885,2,0,28,1,24,7,1,0,880000,5133.33349609375,880000,880000,0,0,0,79,6,2,40,1,3
4714885,2,1,23,1,2,5,1,0,1200000,5833.33349609375,1200000,1200000,0,0,0,95,4,2,48,1,3
4714886,2,1,55,6,6,4,1,0,1800000,9333.3330078125,1800000,1800000,1,1,0,95,3,1,45,4,1
4714886,2,0,37,1,6,6,1,0,951053,4528.82373046875,951053,951053,0,0,1,55,5,2,49,1,4
4714887,2,1,58,1,8,5,1,0,839575.3125,4081.26879882812,1419575.33333333,1419575.33333333,0,0,1,39,4,2,48,1,5
4714887,2,0,38,1,72,6,1,0,835408.6875,4061.01440429688,835408.666666667,835408.666666667,0,0,1,55,5,2,48,1,5
4714888,2,0,37,1,48,6,1,0,6e+05,2916.66674804688,733333.333333333,733333.333333333,1,1,0,55,5,2,45,4,1
4714890,2,0,38,1,4,4,1,0,8e+05,4666.66650390625,1e+06,1e+06,1,1,0,55,3,2,40,4,1
4714890,2,1,19,1,1,7,1,0,988211,5124.05712890625,988211,988211,0,0,1,3,6,2,45,1,4
4714891,2,1,70,6,240,6,1,0,30000,1750,817492,817492,1,1,1,45,5,2,4,4,1
4714892,2,1,58,1,264,4,1,0,8e+05,2828.28271484375,1500000,1500000,1,1,0,95,3,2,66,4,1
4714892,2,0,24,1,10,7,1,0,902345.5,3899.02368164062,1302345.5,902345.5,0,0,1,3,6,2,54,1,5
4714894,2,0,20,1,7,7,1,0,5e+05,2430.5556640625,5e+05,5e+05,0,0,0,44,6,1,48,1,5
4714894,2,0,24,6,5,6,1,0,983786.3125,4782.29443359375,983786.333333333,983786.333333333,0,0,1,45,5,2,48,1,5
4714894,2,1,31,1,32,6,1,0,1567666.625,7620.6015625,1567666.66666667,1567666.66666667,0,0,1,85,5,1,48,1,5
4714895,2,0,31,1,27,5,1,0,1325833.375,6445.0234375,2645833.33333333,2525833.33333333,0,0,1,79,4,2,48,1,5
4714895,2,1,44,1,120,4,1,0,1500000,8750,1500000,1500000,0,1,1,84,3,2,40,4,3
4714896,2,0,49,1,96,5,1,0,965744.6875,5007.56494140625,965744.666666667,965744.666666667,0,0,1,55,4,1,45,1,4
4714897,2,1,39,1,5,6,1,0,6e+05,2000,6e+05,6e+05,1,1,0,57,5,2,70,4,2
4714897,2,1,61,1,16,7,1,0,1200000,3835.61645507812,1200000,1200000,0,1,0,57,6,2,73,4,3
4714898,2,1,49,1,120,4,1,0,927786.3125,3608.05786132812,927786.333333333,927786.333333333,0,0,1,58,3,2,60,1,5
4714898,2,0,27,1,7,7,1,0,1042500,5067.70849609375,1042500,1042500,0,0,1,13,6,2,48,1,4
4714899,2,0,43,1,6,3,1,0,781242,4557.2451171875,981242,981242,1,0,0,53,3,2,40,1,2
4714899,2,1,42,1,84,6,1,0,1056119.625,5133.9150390625,1136119.66666667,1136119.66666667,1,0,1,97,5,2,48,1,2
4714900,2,0,42,1,180,5,1,0,934556.5,4542.98291015625,934556.5,934556.5,0,0,1,79,4,2,48,1,5
4714902,2,1,54,1,240,6,1,0,3e+06,14583.3330078125,3e+06,3e+06,1,0,1,95,5,2,48,5,2
4714903,2,0,66,4,12,4,1,0,20000,388.888885498047,20000,20000,1,1,0,79,3,2,12,4,1
4714903,2,1,36,1,8,5,1,0,8e+05,3733.33325195312,8e+05,8e+05,1,1,0,79,4,2,50,4,2
4714904,2,0,57,4,22,3,1,0,595000,3653.5087890625,655000,655000,0,0,0,53,3,2,33,1,4
4714904,2,0,26,1,16,6,1,0,1874833.375,6628.19873046875,1874833.33333333,1874833.33333333,0,0,1,58,5,2,48,1,3
4714905,2,0,31,1,84,7,1,0,1625000,7583.33349609375,1945000,1945000,0,0,1,9,6,2,50,1,5
4714906,2,0,43,1,48,4,1,0,8e+05,4666.66650390625,8e+05,8e+05,0,0,0,89,3,2,40,1,3
4714906,2,1,53,1,3,4,1,0,1388211,5398.59814453125,1388211,1388211,0,0,1,58,3,2,60,1,3
4714906,2,0,18,4,3,6,1,0,150000,486.111114501953,150000,150000,1,1,0,54,5,2,72,4,1
4714907,2,0,44,1,12,7,1,0,1916666.625,9317.1298828125,1916666.66666667,1916666.66666667,0,0,1,13,6,2,48,1,5
4714908,2,0,58,1,36,3,1,0,3e+05,1400,720000,720000,1,1,0,38,3,2,50,4,1
4714908,2,1,33,1,24,7,1,0,6e+05,2800,6e+05,6e+05,1,1,0,89,6,2,50,4,1
4714909,2,0,56,1,123,3,1,0,2e+05,518.518493652344,750000,2e+05,1,1,0,41,3,2,90,4,2
4714909,2,1,55,1,123,3,1,0,2e+05,518.518493652344,2e+05,2e+05,1,1,0,41,3,2,90,4,2
4714913,2,1,35,1,5,5,1,0,6e+05,2121.21215820312,6e+05,6e+05,1,1,0,99,4,2,66,4,2
4714913,2,1,33,1,3,6,1,0,5e+05,1944.44445800781,5e+05,5e+05,1,1,0,99,5,2,60,4,2
4714913,2,0,32,1,1,7,1,0,3e+05,1166.66662597656,3e+05,3e+05,1,1,0,57,6,2,60,4,2
4714913,2,1,42,1,2,6,1,0,4e+05,1333.33337402344,4e+05,4e+05,1,1,0,57,5,2,70,4,2
4714914,2,0,61,1,60,5,1,0,3e+05,686.274536132812,8e+05,8e+05,1,1,0,41,4,2,102,4,1
4714915,2,1,67,1,180,3,1,0,75000,4375,75000,75000,1,1,1,81,3,2,4,4,1
4714916,2,0,45,1,24,4,1,0,720000,2545.45458984375,870000,870000,1,0,0,99,3,2,66,1,2
4714918,3,1,47,1,276,7,1,0,2923333.25,17052.77734375,2923333.33333333,2923333.33333333,0,0,1,8,6,2,40,2,5
4714919,2,1,27,1,4,6,1,0,1251544.375,6083.896484375,1251544.33333333,1251544.33333333,0,0,1,62,5,2,48,1,5
4714920,2,0,23,1,36,7,1,0,2316666.75,9009.259765625,2316666.66666667,2316666.66666667,0,0,1,7,6,1,60,1,5
4714922,2,1,21,1,96,5,1,0,1500000,3333.33325195312,1500000,1500000,1,0,0,77,4,2,105,1,2
4714923,1,1,39,1,5,7,1,0,7e+05,2969.69702148438,7e+05,7e+05,1,1,0,97,6,2,55,4,1
4714923,1,0,36,1,7,6,1,0,912953,4437.9658203125,912953,912953,0,0,1,55,5,2,48,1,5
4714924,2,0,41,4,9,5,1,0,2e+05,3333.33325195312,2e+05,2e+05,1,0,0,45,4,1,14,1,2
4714925,3,0,42,1,18,6,1,0,1123211,3640.03564453125,1123211,1123211,0,0,1,58,5,2,72,1,5
4714925,3,1,36,1,192,5,1,0,8e+05,1944.44445800781,8e+05,8e+05,1,0,0,98,4,2,96,1,1
4714925,3,0,28,6,12,4,1,0,2e+05,5833.33349609375,2e+05,2e+05,1,0,0,53,3,2,8,1,2
4714925,3,1,34,1,0,5,1,0,1048211,5095.47021484375,1048211,1048211,0,0,1,98,4,2,48,1,5
4714926,3,0,45,1,7,7,1,0,3266666.75,19055.556640625,3266666.66666667,3266666.66666667,0,0,1,13,6,2,40,1,5
4714926,3,0,43,1,58,7,1,0,1625000,7899.3056640625,1625000,1625000,0,0,1,42,6,2,48,1,4
4714927,3,1,62,1,360,5,1,0,9e+05,4200,9e+05,9e+05,1,1,1,98,4,2,50,4,1
4714928,2,1,36,1,96,6,1,0,3e+05,1458.33337402344,3e+05,3e+05,1,1,0,95,5,2,48,4,2
4714929,4,1,44,1,120,7,1,0,4333333.5,21064.81640625,4333333.33333333,4333333.33333333,0,0,1,21,6,2,48,1,5
4714929,4,1,39,1,40,7,1,0,3900000,18958.333984375,3900000,3900000,0,0,1,3,6,2,48,1,5
4714930,2,0,23,1,12,7,1,0,2300000,24393.939453125,2700000,2700000,0,1,1,9,6,2,20,4,5
4714931,3,0,41,1,9,6,1,0,902786.3125,5266.25341796875,1806119.66666667,1806119.66666667,0,0,1,38,5,2,40,1,5
4714935,3,0,55,1,12,7,1,0,250000,972.222229003906,250000,250000,1,1,1,16,6,2,60,4,2
4714935,3,0,48,1,12,7,1,0,250000,972.222229003906,250000,250000,1,1,0,16,6,2,60,4,2
4714936,2,1,38,1,12,6,1,0,3e+05,1272.72729492188,3e+05,3e+05,1,1,0,45,5,2,45,4,1
4714936,2,0,32,1,12,7,1,0,4e+05,1037.03698730469,4e+05,4e+05,1,1,0,41,6,2,90,4,2
4714937,3,1,34,1,36,6,1,0,2875000,12422.83984375,2875000,2875000,0,0,1,44,5,2,54,1,5
4714938,2,1,29,3,1,7,1,0,4e+05,5833.33349609375,4e+05,4e+05,1,1,0,93,6,1,16,4,1
4714939,3,1,52,1,60,5,1,0,985877.6875,4792.4609375,985877.666666667,985877.666666667,1,0,1,58,4,2,48,1,2
4714941,2,0,36,1,24,6,1,0,993619.6875,4830.095703125,993619.666666667,993619.666666667,0,0,1,39,5,2,48,1,5
4714941,2,1,41,1,72,6,1,0,2126666.75,10337.962890625,2126666.66666667,2126666.66666667,0,0,1,89,5,2,48,1,4
4714942,3,1,37,1,60,6,1,0,1390000,6756.9443359375,1390000,1390000,0,0,1,45,5,2,48,1,4
4714943,3,1,31,1,1,6,1,0,1e+06,4320.98779296875,1083333.33333333,1083333.33333333,0,1,0,99,5,2,54,4,4
4714943,3,1,34,1,12,4,1,0,4e+05,2074.07397460938,4e+05,4e+05,0,1,0,79,3,2,45,4,3
4714943,3,1,32,1,6,7,1,0,2400000,6222.22216796875,3180000,3180000,1,1,0,98,6,2,60,4,1
4714944,1,0,22,1,12,7,1,0,1171544.375,5695.00732421875,1171544.33333333,1171544.33333333,0,0,1,39,6,2,48,1,5
4714944,1,0,51,4,4,5,1,0,3e+05,5833.33349609375,380000,380000,1,0,0,54,4,1,12,3,1
4714944,1,0,23,1,55,7,1,0,1716666.625,8344.9072265625,1716666.66666667,1716666.66666667,0,0,1,39,6,2,48,1,4
4714946,3,0,40,1,36,5,1,0,6e+05,2333.33325195312,6e+05,6e+05,1,0,0,57,4,2,60,5,2
4714948,3,1,29,1,10,7,1,0,3021544.25,14688.0625,3021544.33333333,3021544.33333333,0,0,1,8,6,2,48,1,5
4714948,3,0,26,1,96,7,1,0,1800000,10500,1800000,1800000,0,0,1,19,6,2,40,1,4
4714949,1,1,31,1,5,6,1,0,1060000,5152.77783203125,1062333,1060000,0,0,1,95,5,2,48,1,5
4714950,3,1,46,1,192,7,1,0,8e+05,3111.11108398438,8e+05,8e+05,1,1,0,12,6,2,60,4,1
4714951,3,1,41,1,4,7,1,0,1417211,6889.22021484375,1417211,1417211,0,0,1,3,6,2,48,1,5
4714951,3,1,31,1,36,7,1,0,2796544.25,13594.3125,2796544.33333333,2796544.33333333,0,0,1,30,6,2,48,1,5
4714952,3,0,55,6,60,4,1,0,2e+05,9333.3330078125,2200000,2200000,1,1,0,45,3,2,5,4,1
4714952,3,0,27,1,0,7,1,0,1329877.625,6464.68310546875,1329877.66666667,1329877.66666667,0,0,1,9,6,2,48,1,5
4714952,3,1,56,1,300,5,1,0,3900000,13000,4250000,4250000,0,0,1,98,4,2,70,2,5
4714953,3,1,35,1,204,6,1,0,3546666.75,13792.5927734375,3946666.66666667,3946666.66666667,0,0,1,58,5,2,60,2,5
4714953,3,0,41,4,30,6,1,0,2e+05,15555.5556640625,2e+05,2e+05,1,1,0,45,5,1,3,4,1
4714955,3,0,50,1,8,7,1,0,971544.3125,4722.78466796875,1125544.33333333,1125544.33333333,1,0,1,45,6,2,48,1,2
4714955,3,1,20,1,48,6,1,0,1454877.625,5852.9560546875,1454877.66666667,1454877.66666667,0,0,0,45,5,2,58,1,3
4714955,3,1,45,1,84,6,1,0,1500000,4861.111328125,1500000,1500000,1,1,0,98,5,2,72,4,1
4714956,1,1,34,1,48,5,1,0,8e+05,4666.66650390625,8e+05,8e+05,1,1,0,99,4,2,40,4,1
4714956,1,0,23,1,24,6,1,0,965244.6875,4692.16162109375,1022744.66666667,1022744.66666667,0,0,1,33,5,2,48,1,5
4714958,3,0,34,1,25,7,1,0,2870833.25,13955.439453125,2870833.33333333,2870833.33333333,0,0,1,30,6,2,48,1,5
4714959,3,1,37,1,4,7,1,0,1e+06,5833.33349609375,1e+06,1e+06,0,0,1,3,6,2,40,1,3
4714959,3,1,39,1,6,7,1,0,1260000,6125,1260000,1260000,0,0,1,2,6,2,48,1,5
4714960,1,1,20,1,9,5,1,0,902004.75,3288.55908203125,902004.75,902004.75,0,0,1,55,4,2,64,1,5
4714961,3,0,22,1,19,7,1,0,1488211,7234.35888671875,1488211,1488211,0,0,1,38,6,2,48,1,4
4714961,3,0,25,1,1,7,1,0,1954877.625,8145.3232421875,1954877.66666667,1954877.66666667,0,0,1,33,6,2,48,1,4
4714963,3,1,28,1,24,7,1,0,1137377.625,5528.9189453125,1137377.66666667,1137377.66666667,0,0,1,97,6,2,48,1,5
4714963,3,1,68,1,120,4,1,0,1e+06,5833.33349609375,1e+06,1e+06,1,1,1,98,3,2,40,4,1
4714964,3,1,57,1,30,7,1,0,1625000,9479.1669921875,1775000,1775000,0,0,1,95,6,2,40,2,5
4714964,3,0,48,1,10,7,1,0,1713211,8883.31640625,1713211,1713211,0,0,1,33,6,2,45,1,5
4714965,1,1,21,1,6,6,1,0,1016666.6875,3953.70385742188,1016666.66666667,1016666.66666667,0,0,1,58,5,2,60,1,4
4714965,1,1,20,1,1,6,1,0,1002000,3896.66674804688,1002000,1002000,0,0,0,58,5,2,60,1,3
4714966,1,1,21,1,3,6,1,0,869453,2817.671875,869453,869453,0,0,1,97,5,2,72,1,4
4714967,3,1,23,1,12,7,1,0,3625000,17621.52734375,3625000,3625000,0,0,1,3,6,2,48,1,3
4714968,1,1,57,1,6,5,1,0,550000,2566.66674804688,550000,550000,1,0,0,95,4,2,50,1,2
4714970,3,0,33,1,3,7,1,0,3688333.25,13447.0478515625,3688333.33333333,3688333.33333333,0,0,1,3,6,1,48,1,5
4714970,3,1,31,6,12,7,1,0,1e+06,23333.333984375,1e+06,1e+06,1,1,1,13,6,1,10,4,1
4714971,3,1,32,1,30,7,1,0,2e+06,7070.70703125,2e+06,2e+06,0,1,0,6,6,2,66,4,3
4714971,3,0,39,1,2,7,1,0,4e+05,1278.53881835938,2380000,2380000,1,0,1,51,6,2,40,5,2
4714971,3,1,22,1,6,7,1,0,869453,4226.5078125,1069453,1069453,0,0,0,3,6,2,48,1,4
4714972,1,1,39,1,12,7,1,0,1e+06,4861.111328125,1e+06,1e+06,1,0,1,85,6,1,48,1,2
4714973,2,1,48,1,42,5,1,0,750000,3500,750000,750000,1,1,0,87,4,2,50,4,1
4714975,2,1,42,1,48,7,1,0,1e+06,8333.3330078125,1e+06,1e+06,1,1,1,6,6,1,28,4,1
4714977,2,1,47,1,180,4,1,0,1e+06,3888.88891601562,1e+06,1e+06,1,0,1,98,3,2,60,5,2
4714978,2,1,29,6,4,6,1,0,962743,4680.00048828125,1212743,1212743,0,0,1,90,5,1,48,1,4
4714978,2,1,59,1,48,6,1,0,650000,2808.64208984375,650000,650000,1,1,0,88,5,1,54,4,1
4714979,2,1,73,6,24,4,1,0,2e+05,2916.66674804688,981242,2e+05,1,0,1,81,3,2,16,1,2
4714979,2,1,24,1,14,7,1,0,1291666.625,6027.77734375,1291666.66666667,1291666.66666667,0,0,1,8,6,2,50,1,5
4714980,2,1,48,1,144,7,1,0,1279877.625,6221.62744140625,1439877.66666667,1439877.66666667,0,0,1,97,6,2,48,1,5
4714981,5,0,57,1,240,7,1,0,1.9e+07,88666.6640625,1.9e+07,1.9e+07,0,0,1,21,6,2,50,1,5
4714981,5,0,31,1,6,7,1,0,4700000,21933.333984375,4700000,4700000,0,0,1,15,6,2,50,1,5
4714981,5,0,48,1,216,4,1,0,781242,3645.7958984375,1181242,781242,1,0,1,54,3,2,50,3,1
4714982,2,1,29,3,24,7,1,0,1e+05,4666.66650390625,2e+05,2e+05,1,1,0,3,6,1,5,4,1
4714982,2,0,50,4,60,6,1,0,4e+05,5185.18505859375,6e+05,4e+05,1,1,0,57,5,2,12,4,1
4714982,2,1,31,1,24,7,1,0,2171544.5,6032.06787109375,2171544.33333333,2171544.33333333,1,0,1,2,6,2,60,1,2
4714982,2,1,21,1,2,7,1,0,869453,5071.80908203125,1069453,1069453,0,0,1,3,6,2,40,1,5
4714983,2,1,60,1,72,7,1,0,1620000,7875,1620000,1620000,0,1,1,3,6,1,48,4,5
4714983,2,0,48,1,48,5,1,0,934556.5,4361.263671875,934556.5,934556.5,0,0,1,55,4,2,50,1,4
4714984,2,0,36,1,60,6,1,0,420000,3266.66674804688,426666.666666667,426666.666666667,1,1,0,55,5,1,30,4,1
4714984,2,0,61,1,4,4,1,0,1e+05,486.111114501953,260000,260000,1,0,0,53,3,2,48,1,2
4714985,2,1,60,6,420,3,1,0,250000,3645.83325195312,250000,250000,1,1,0,45,3,2,16,4,2
4714986,2,1,48,1,12,6,1,0,8e+05,6222.22216796875,8e+05,8e+05,0,0,0,98,5,1,30,1,5
4714987,2,1,60,6,216,7,1,0,1e+06,5833.33349609375,1e+06,1e+06,1,1,0,11,6,1,40,4,1
4714991,2,1,25,1,48,6,1,0,1390877.625,6761.21044921875,1390877.66666667,1390877.66666667,0,0,1,58,5,2,48,1,4
4714991,2,0,31,4,0,6,1,0,480000,1866.66662597656,480000,480000,0,1,0,79,5,2,60,4,3
4714992,2,0,40,1,72,6,1,0,6e+05,2592.59252929688,6e+05,6e+05,1,1,0,57,5,1,54,4,2
4714992,2,1,48,1,24,7,1,0,1e+06,3240.74072265625,1e+06,1e+06,1,1,0,98,6,2,72,4,1
4714994,2,0,66,1,9,3,1,0,150000,1166.66662597656,3e+05,3e+05,1,1,0,79,3,1,30,4,1
4714995,2,1,53,1,36,6,1,0,965556.5,3754.94189453125,965556.5,965556.5,0,0,1,98,5,2,60,1,5
4714996,2,1,51,1,206,5,1,0,1531544.375,7445.00732421875,1556544.33333333,1556544.33333333,0,0,1,93,4,2,48,1,4
4714997,5,0,65,1,36,4,1,0,839575.3125,4081.26879882812,839575.333333333,839575.333333333,1,0,0,54,3,2,48,3,1
4714998,2,1,24,1,6,6,1,0,1480000,7194.4443359375,1480000,1480000,1,0,1,97,5,2,48,1,2
4714998,2,0,23,1,8,6,1,0,951544.3125,4625.5625,951544.333333333,951544.333333333,0,0,1,77,5,2,48,1,5
4714999,5,0,60,1,216,7,1,0,4e+06,23333.333984375,4781242,4781242,0,0,1,44,6,2,40,1,5
4715000,2,0,54,1,12,4,1,0,120000,965.517211914062,220000,220000,1,1,0,54,3,2,26,4,1
4715001,2,1,25,1,1,7,1,0,971544.3125,4722.78466796875,971544.333333333,971544.333333333,0,0,1,53,6,2,48,1,4
4715002,2,0,24,1,12,7,1,0,1515314.5,6671.19580078125,1515314.5,1515314.5,0,0,1,59,6,2,53,1,3
4715003,1,1,25,1,2,6,1,0,1100000,3666.66674804688,1100000,1100000,0,0,1,58,5,2,70,1,4
4715003,1,0,22,1,7,7,1,0,2e+05,1166.66662597656,2e+05,2e+05,1,0,0,54,6,2,40,9,2
4715004,5,0,58,1,12,7,1,0,1e+06,4861.111328125,1e+06,1e+06,1,0,0,54,6,2,48,3,1
4715005,2,0,34,1,24,6,1,0,1259377.625,6121.974609375,1259377.66666667,1259377.66666667,0,0,1,58,5,2,48,1,5
4715006,2,1,26,1,2,5,1,0,6e+05,2916.66674804688,6e+05,6e+05,1,0,0,83,4,2,48,1,2
4715007,2,0,49,1,120,6,1,0,7e+05,5444.4443359375,7e+05,7e+05,1,0,0,39,5,1,30,1,2
4715008,5,0,86,6,276,7,1,0,1500000,38888.890625,1500000,1500000,1,1,0,21,6,2,9,4,2
4715008,5,1,26,1,48,7,1,0,3250000,15798.611328125,3250000,3250000,0,0,1,17,6,2,48,1,4
4715009,2,1,50,1,1,7,1,0,9e+05,3888.88891601562,9e+05,9e+05,1,1,0,84,6,2,54,4,1
4715010,1,0,28,1,6,5,1,0,120000,560,120000,120000,1,0,0,45,4,2,50,1,2
4715010,1,1,33,1,36,5,1,0,8e+05,3888.88891601562,8e+05,8e+05,1,1,0,98,4,2,48,4,2
4715011,1,1,35,1,168,5,1,0,5e+05,2777.77783203125,5e+05,5e+05,1,0,0,45,4,1,42,5,2
4715011,1,0,31,4,96,3,1,0,2e+05,1944.44445800781,215000,215000,1,1,0,80,3,1,24,4,1
4715012,3,0,32,1,48,6,1,0,3e+05,1166.66662597656,3e+05,3e+05,1,1,0,77,5,2,60,4,1
4715014,3,1,58,2,480,3,1,0,350000,2722.22216796875,350000,350000,1,1,0,84,3,1,30,4,1
4715015,3,0,67,4,144,4,1,0,237500,6157.4072265625,937500,937500,1,0,0,54,3,2,9,3,1
4715015,3,0,42,1,216,6,1,0,1288211,6011.6513671875,1318211,1318211,0,0,1,77,5,2,50,1,5
4715015,3,0,41,1,120,7,1,0,1360000,6611.111328125,1520000,1520000,0,0,1,13,6,2,48,1,5
4715015,3,1,19,1,3,6,1,0,1019453,3775.751953125,1089453,1089453,0,0,1,55,5,2,63,1,5
4715016,3,1,39,1,48,6,1,0,904408.625,4396.4306640625,1004408.66666667,1004408.66666667,0,0,1,84,5,2,48,1,5
4715016,3,0,27,1,12,6,1,0,839575.3125,4081.26879882812,839575.333333333,839575.333333333,0,0,1,33,5,2,48,1,5
4715017,3,1,41,1,48,6,1,0,1177377.625,5723.36328125,1177377.66666667,1177377.66666667,0,0,1,37,5,2,48,1,4
