"","estrato1","sex","age","p6240","p6426","ina","maxEducLevel","ocu","dsi","y_total_m_ha"
"25951",2,1,35,1,108,NA,6,1,0,7827.81982421875
"25952",2,0,40,1,84,NA,7,1,0,12241.8994140625
"25955",2,1,30,1,36,NA,7,1,0,4957.8896484375
"25958",3,0,39,1,9,NA,7,1,0,9708.0126953125
"25959",3,0,19,3,6,NA,7,1,0,2450
"25968",3,0,37,6,132,NA,7,1,0,45791.66796875
"25969",3,1,42,1,120,NA,7,1,0,25277.779296875
"25971",3,1,25,1,5,NA,7,1,0,7234.35888671875
"25972",3,1,63,1,240,NA,6,1,0,2666.66674804688
"25973",3,1,21,1,6,NA,7,1,0,3801.38891601562
"25975",2,1,67,1,7,NA,4,1,0,4825.833984375
"25978",3,0,53,1,5,NA,6,1,0,5776.02587890625
"25980",3,1,54,2,12,NA,4,1,0,1944.44445800781
"25983",4,1,41,1,60,NA,7,1,0,25025
"25986",4,0,42,1,60,NA,7,1,0,NA
"25989",4,0,32,1,24,NA,7,1,0,30592.591796875
"25991",3,0,31,1,12,NA,7,1,0,4375
"25996",3,0,53,4,1,NA,5,1,0,3645.83325195312
"25998",3,0,31,1,42,NA,7,1,0,6894.0810546875
"25999",3,1,25,1,63,NA,7,1,0,15798.611328125
"26001",3,0,51,4,48,NA,6,1,0,5185.18505859375
"26002",3,1,53,1,10,NA,7,1,0,8759.7451171875
"26003",3,0,23,1,3,NA,7,1,0,3645.7958984375
"26006",4,0,41,1,24,NA,7,1,0,58333.33203125
"26007",4,1,36,1,18,NA,7,1,0,26898.146484375
"26008",3,0,26,1,2,NA,7,1,0,4317.6923828125
"26011",3,1,28,1,24,NA,7,1,0,35000
"26014",3,0,31,1,6,NA,6,1,0,4825.84228515625
"26015",3,1,35,1,24,NA,3,1,0,666.666687011719
"26016",3,1,30,1,94,NA,5,1,0,8798.0166015625
"26017",3,0,47,1,16,NA,5,1,0,4212.962890625
"26020",3,0,46,1,156,NA,7,1,0,15798.611328125
"26022",3,1,47,1,120,NA,7,1,0,10000
"26023",4,0,52,4,6,NA,7,1,0,14583.3330078125
"26025",4,0,21,1,3,NA,7,1,0,5055.5556640625
"26026",2,1,24,3,4,NA,7,1,0,NA
"26027",2,1,26,1,36,NA,6,1,0,6015.625
"26028",2,0,47,4,60,NA,7,1,0,1458.33337402344
"26029",2,1,51,1,72,NA,7,1,0,11666.6669921875
"26030",4,0,62,1,120,NA,7,1,0,NA
"26031",4,1,50,6,3,NA,7,1,0,77777.78125
"26033",2,1,58,1,208,NA,3,1,0,5000
"26034",2,0,59,6,208,NA,4,1,0,NA
"26035",3,1,56,1,240,NA,7,1,0,13902.77734375
"26036",3,0,28,1,8,NA,7,1,0,17393.939453125
"26037",3,1,26,1,2,NA,7,1,0,15400
"26040",3,0,37,1,120,NA,7,1,0,7291.66650390625
"26042",3,1,33,1,84,NA,7,1,0,15413.4619140625
"26046",4,0,54,1,240,NA,7,1,0,12352.94140625
"26049",4,0,50,1,108,NA,1,1,0,3797.7041015625
"26051",4,1,28,1,60,NA,7,1,0,5600
"26052",4,0,32,1,12,NA,7,1,0,23333.333984375
"26061",2,1,52,1,240,NA,6,1,0,5185.18505859375
"26062",3,1,37,1,10,NA,7,1,0,4861.111328125
"26063",3,1,30,1,2,NA,6,1,0,4861.111328125
"26067",2,1,61,1,42,NA,6,1,0,4977.3017578125
"26068",2,0,24,1,10,NA,7,1,0,16269.1669921875
"26069",2,0,30,1,96,NA,7,1,0,15839.4453125
"26070",2,1,27,1,72,NA,7,1,0,18375
"26073",3,0,39,1,3,NA,7,1,0,19444.4453125
"26075",3,1,39,1,12,NA,7,1,0,4135.02099609375
"26076",2,1,38,1,48,NA,6,1,0,4361.263671875
"26078",2,0,29,1,96,NA,6,1,0,4844.3720703125
"26079",4,0,48,1,17,NA,7,1,0,16809.072265625
"26080",4,1,50,1,60,NA,7,1,0,16527.77734375
"26082",4,1,64,1,480,NA,7,1,0,9333.3330078125
"26085",2,0,28,1,16,NA,7,1,0,8415.9091796875
"26088",5,1,48,1,60,NA,6,1,0,3867.79296875
"26089",4,0,22,1,2,NA,7,1,0,2430.5556640625
"26090",4,1,22,1,1,NA,7,1,0,4375
"26091",4,0,19,1,0,NA,7,1,0,NA
"26094",1,1,32,1,73,NA,7,1,0,13165.5087890625
"26095",1,0,55,1,36,NA,5,1,0,NA
"26097",3,0,61,6,312,NA,7,1,0,55092.58984375
"26098",3,1,27,1,8,NA,7,1,0,4477.6650390625
"26099",5,0,34,1,108,NA,7,1,0,2855.41674804688
"26101",5,1,36,1,108,NA,4,1,0,2766.31958007812
"26104",2,0,37,1,36,NA,6,1,0,6748.248046875
"26106",2,0,35,1,36,NA,5,1,0,1333.33337402344
"26109",2,1,41,1,36,NA,3,1,0,2808.64208984375
"26115",2,1,61,6,300,NA,1,1,0,1666.66662597656
"26119",3,0,27,1,3,NA,7,1,0,4508.27490234375
"26121",3,0,35,1,12,NA,7,1,0,5185.18505859375
"26122",3,1,36,1,42,NA,7,1,0,15458.3330078125
"26123",3,1,62,1,96,NA,7,1,0,14684.6064453125
"26125",3,0,36,1,108,NA,6,1,0,3888.88891601562
"26131",3,1,59,1,384,NA,6,1,0,19282.408203125
"26133",3,1,35,1,7,NA,7,1,0,11088.1943359375
"26137",3,0,34,1,120,NA,7,1,0,15555.5556640625
"26139",3,1,39,1,120,NA,7,1,0,NA
"26140",2,1,26,1,24,NA,6,1,0,2916.66674804688
"26141",2,0,35,1,10,NA,7,1,0,14000
"26144",2,1,62,1,240,NA,5,1,0,8000
"26145",3,1,55,1,360,NA,7,1,0,2592.59252929688
"26147",2,0,45,4,1,NA,6,1,0,NA
"26149",2,1,51,1,12,NA,4,1,0,2916.66674804688
"26151",2,0,24,1,2,NA,6,1,0,3497.87280273438
"26153",2,0,32,1,11,NA,7,1,0,10532.408203125
"26154",2,1,34,1,60,NA,7,1,0,6927.765625
"26156",3,0,59,1,72,NA,4,1,0,4666.66650390625
"26157",2,1,38,1,60,NA,3,1,0,NA
"26158",2,0,47,1,21,NA,5,1,0,4761.22998046875
"26161",3,0,62,1,504,NA,7,1,0,16722.22265625
"26162",3,1,49,1,110,NA,7,1,0,19444.4453125
"26163",3,0,55,1,156,NA,6,1,0,5885.40087890625
"26164",3,0,20,1,5,NA,5,1,0,5208.27978515625
"26165",3,1,58,1,36,NA,7,1,0,1458.33337402344
"26168",3,0,53,1,114,NA,7,1,0,16119.7978515625
"26169",3,1,23,3,1,NA,7,1,0,2333.33325195312
"26173",3,0,28,1,24,NA,6,1,0,4837.9951171875
"26177",3,1,41,1,60,NA,7,1,0,7000
"26178",3,0,38,1,8,NA,7,1,0,14000
"26179",3,1,50,1,216,NA,7,1,0,NA
"26182",3,1,32,1,4,NA,7,1,0,6000
"26183",3,0,31,1,5,NA,7,1,0,NA
"26184",3,1,49,1,36,NA,6,1,0,2722.22216796875
"26186",3,0,48,1,240,NA,6,1,0,7423.45703125
"26189",3,1,46,1,60,NA,7,1,0,18958.333984375
"26192",3,1,61,1,240,NA,7,1,0,5833.33349609375
"26193",3,0,58,1,132,NA,7,1,0,5168.38671875
"26199",3,1,37,1,36,NA,6,1,0,5686.66650390625
"26203",1,0,44,1,30,NA,4,1,0,3569.80078125
"26204",1,1,41,1,1,NA,4,1,0,4320.98779296875
"26205",1,1,37,1,2,NA,3,1,0,NA
"26206",1,0,41,4,2,NA,3,1,0,NA
"26208",3,1,28,1,4,NA,7,1,0,NA
"26209",3,0,19,1,6,NA,7,1,0,3381.2060546875
"26212",1,1,36,1,36,NA,4,1,0,4226.5078125
"26216",1,0,31,1,12,NA,6,1,0,4787.60009765625
"26217",3,1,45,1,264,NA,7,1,0,36458.33203125
"26221",1,1,35,1,20,NA,7,1,0,13854.1669921875
"26222",1,0,34,1,28,NA,7,1,0,12592.5927734375
"26223",5,1,55,1,8,NA,7,1,0,280000
"26227",5,1,56,1,108,NA,7,1,0,82833.3359375
"26228",5,0,57,1,60,NA,7,1,0,5250
"26229",5,1,26,1,42,NA,7,1,0,15798.6103515625
"26230",3,0,41,1,10,NA,7,1,0,13611.111328125
"26235",3,0,49,1,60,NA,7,1,0,11740.740234375
"26237",3,0,38,1,48,NA,6,1,0,4510.072265625
"26241",3,1,66,1,24,NA,7,1,0,6319.4443359375
"26242",3,0,37,1,48,NA,7,1,0,12638.888671875
"26243",3,0,67,4,96,NA,7,1,0,NA
"26244",1,0,41,1,265,NA,4,1,0,NA
"26245",1,1,20,1,4,NA,6,1,0,4803.8037109375
"26247",1,1,47,1,120,NA,7,1,0,5314.22021484375
"26248",1,0,49,1,120,NA,5,1,0,4688.81640625
"26249",1,1,25,1,36,NA,7,1,0,4083.33325195312
"26251",3,1,57,1,344,NA,7,1,0,4375
"26256",5,0,56,1,9,NA,7,1,0,NA
"26257",5,1,31,1,9,NA,7,1,0,NA
"26258",5,1,24,1,36,NA,7,1,0,10500
"26259",1,1,47,1,36,NA,4,1,0,4706.13720703125
"26260",1,0,46,1,1,NA,6,1,0,3622.72094726562
"26262",5,1,45,1,84,NA,7,1,0,89444.4453125
"26263",5,1,30,1,9,NA,7,1,0,9333.3330078125
"26266",5,0,51,6,216,NA,7,1,0,23333.333984375
"26267",5,0,35,1,48,NA,6,1,0,4743.63427734375
"26270",1,1,48,1,6,NA,5,1,0,2153.84619140625
"26272",1,1,29,1,36,NA,7,1,0,NA
"26273",1,0,26,1,90,NA,7,1,0,7064.22021484375
"26275",3,0,42,1,3,NA,7,1,0,5833.33349609375
"26276",3,1,35,1,42,NA,7,1,0,10532.408203125
"26279",2,1,50,1,276,NA,7,1,0,7858.7958984375
"26280",2,1,26,1,2,NA,7,1,0,4861.111328125
"26281",2,1,28,1,30,NA,7,1,0,6407.59228515625
"26284",2,1,45,6,9,NA,4,1,0,19114.666015625
"26287",2,0,41,1,24,NA,4,1,0,6101.8837890625
"26290",2,0,57,1,48,NA,6,1,0,4212.962890625
"26292",2,1,53,1,24,NA,5,1,0,4861.111328125
"26293",2,1,43,1,8,NA,6,1,0,4666.66650390625
"26295",2,0,39,1,9,NA,7,1,0,14000
"26298",2,0,49,6,0,NA,7,1,0,NA
"26300",2,0,36,1,18,NA,7,1,0,2177.77783203125
"26302",2,1,38,1,4,NA,6,1,0,4861.111328125
"26304",2,1,45,1,120,NA,4,1,0,11489.8994140625
"26307",2,0,24,1,18,NA,6,1,0,5629.62939453125
"26308",2,0,21,1,2,NA,7,1,0,3901.3916015625
"26309",2,0,36,6,120,NA,6,1,0,NA
"26312",2,1,37,1,24,NA,5,1,0,5200
"26314",2,0,54,1,6,NA,5,1,0,2896.5517578125
"26319",2,1,28,1,24,NA,6,1,0,10258.3330078125
"26323",2,1,35,1,60,NA,6,1,0,9722.22265625
"26325",2,0,48,1,8,NA,6,1,0,1944.44445800781
"26326",2,1,39,1,8,NA,5,1,0,3888.88891601562
"26327",2,0,18,6,36,NA,6,1,0,NA
"26328",2,0,31,1,24,NA,6,1,0,4134.70947265625
"26329",2,1,25,6,24,NA,6,1,0,NA
"26330",2,0,50,4,36,NA,5,1,0,1000
"26334",2,0,18,1,1,NA,6,1,0,333.333343505859
"26335",2,1,59,1,120,NA,6,1,0,6666.66650390625
"26337",2,1,61,1,8,NA,1,1,0,4226.5078125
"26339",2,0,55,1,10,NA,5,1,0,4753.08642578125
"26340",2,1,25,6,1,NA,5,1,0,583.333312988281
"26342",2,0,21,6,36,NA,5,1,0,4666.66650390625
"26346",2,1,56,1,60,NA,3,1,0,7488.10888671875
"26348",2,1,20,1,3,NA,7,1,0,7801.48828125
"26350",2,0,57,1,240,NA,1,1,0,1866.66662597656
"26351",2,1,55,1,9,NA,6,1,0,4880.7529296875
"26352",2,0,57,4,2,NA,6,1,0,5718.71826171875
"26353",2,1,23,1,2,NA,6,1,0,4666.66650390625
"26356",2,1,28,1,6,NA,6,1,0,7777.77783203125
"26357",2,0,29,1,27,NA,6,1,0,NA
"26359",2,1,61,1,480,NA,5,1,0,3402.77783203125
"26360",2,1,37,1,180,NA,6,1,0,1215.27783203125
"26361",3,1,41,1,48,NA,7,1,0,8050
"26362",3,1,69,6,120,NA,4,1,0,23333.333984375
"26364",3,1,66,1,36,NA,7,1,0,4583.33349609375
"26366",2,1,58,1,9,NA,7,1,0,6666.66650390625
"26367",2,1,26,1,12,NA,7,1,0,4783.548828125
"26369",2,1,52,1,8,NA,4,1,0,2430.5556640625
"26370",2,1,63,1,60,NA,6,1,0,62384.26171875
"26371",2,0,38,1,60,NA,7,1,0,43101.8515625
"26374",2,1,35,1,60,NA,7,1,0,19090.908203125
"26375",2,0,34,6,34,NA,7,1,0,58333.33203125
"26376",3,1,38,1,60,NA,7,1,0,20422.5
"26377",3,1,24,1,24,NA,7,1,0,4861.111328125
"26379",3,0,66,6,18,NA,5,1,0,NA
"26380",3,0,37,1,9,NA,7,1,0,61979.16796875
"26382",2,1,35,1,1,NA,7,1,0,32905.984375
"26384",2,1,42,1,72,NA,7,1,0,4487.1796875
"26385",2,1,32,6,3,NA,7,1,0,21159.658203125
"26386",2,1,31,6,24,NA,7,1,0,18666.666015625
"26387",2,1,38,1,24,NA,7,1,0,14068.4248046875
"26391",2,0,40,1,60,NA,4,1,0,5296.7294921875
"26392",2,1,44,1,36,NA,3,1,0,5616.25341796875
"26394",2,0,56,1,192,NA,5,1,0,1944.44445800781
"26396",2,1,30,1,132,NA,7,1,0,6697.53076171875
"26398",2,1,38,1,108,NA,5,1,0,6221.62744140625
"26400",3,1,53,6,72,NA,6,1,0,NA
"26401",3,0,50,6,480,NA,7,1,0,23333.333984375
"26403",2,1,39,1,124,NA,7,1,0,11378.888671875
"26405",2,1,58,1,5,NA,6,1,0,4287.271484375
"26406",2,1,23,1,29,NA,7,1,0,4641.7666015625
"26407",2,1,35,1,72,NA,3,1,0,3305.5556640625
"26410",2,0,39,6,78,NA,6,1,0,4684.26220703125
"26416",2,1,40,1,1,NA,6,1,0,NA
"26419",2,0,63,1,192,NA,3,1,0,1944.44445800781
"26421",2,0,41,1,5,NA,4,1,0,4738.1787109375
"26422",2,0,32,1,15,NA,7,1,0,8935.748046875
"26423",2,1,65,1,252,NA,4,1,0,7583.33349609375
"26426",2,1,58,1,432,NA,7,1,0,34027.77734375
"26429",2,0,53,1,8,NA,7,1,0,6076.38916015625
"26432",2,1,21,1,12,NA,6,1,0,5625
"26434",2,0,39,4,1,NA,6,1,0,3888.88891601562
"26436",2,1,19,2,6,NA,6,1,0,2916.66674804688
"26437",2,0,18,4,1,NA,5,1,0,3645.83325195312
"26439",3,0,55,1,108,NA,7,1,0,4029.72387695312
"26444",2,0,23,1,0,NA,6,1,0,3888.88891601562
"26448",2,1,32,1,36,NA,7,1,0,7858.7958984375
"26449",2,1,33,1,48,NA,7,1,0,10161.2900390625
"26450",2,0,45,1,24,NA,4,1,0,4893.5185546875
"26451",3,1,56,1,120,NA,6,1,0,13888.888671875
"26453",2,1,21,1,1,NA,6,1,0,4226.5078125
"26454",2,1,28,1,84,NA,6,1,0,4861.111328125
"26455",2,0,26,1,24,NA,6,1,0,4684.66748046875
"26456",3,1,38,1,18,NA,7,1,0,14461.8056640625
"26458",3,0,41,1,192,NA,7,1,0,16638.611328125
"26459",2,0,42,1,12,NA,7,1,0,4239.0478515625
"26461",2,0,22,1,6,NA,7,1,0,4327.78076171875
"26462",2,1,46,1,72,NA,7,1,0,7000
"26463",2,0,40,1,12,NA,6,1,0,3888.88891601562
"26467",2,0,40,1,144,NA,7,1,0,14583.3330078125
"26469",3,0,23,1,36,NA,7,1,0,7459.146484375
"26472",3,0,19,1,18,NA,6,1,0,3797.7041015625
"26473",2,1,36,1,60,NA,6,1,0,3033.33325195312
"26476",2,0,59,2,2,NA,3,1,0,8166.66650390625
"26477",2,0,59,4,12,NA,5,1,0,5617.5
"26478",2,0,35,1,36,NA,6,1,0,5594.0478515625
"26480",2,0,33,1,1,NA,6,1,0,4189.75341796875
"26482",2,1,52,1,218,NA,6,1,0,8050
"26484",2,0,48,1,112,NA,6,1,0,6595.123046875
"26485",2,1,49,1,8,NA,5,1,0,6328.93798828125
"26487",2,1,23,1,1,NA,5,1,0,4861.111328125
"26488",2,0,24,1,7,NA,6,1,0,6790.74365234375
"26490",2,1,46,1,204,NA,5,1,0,6221.62744140625
"26492",2,0,26,1,12,NA,6,1,0,4576.5078125
"26498",2,1,28,1,21,NA,5,1,0,4574.88720703125
"26499",2,0,32,1,24,NA,6,1,0,4897.5224609375
"26501",3,0,51,1,360,NA,6,1,0,5000
"26504",3,0,28,1,1,NA,7,1,0,4372.3408203125
"26505",3,1,76,1,48,NA,4,1,0,NA
"26507",2,1,28,1,12,NA,6,1,0,3583.78344726562
"26509",4,0,32,1,9,NA,7,1,0,3888.88891601562
"26512",2,0,40,1,60,NA,6,1,0,5175.435546875
"26513",2,1,40,1,60,NA,6,1,0,5469.77587890625
"26514",2,1,36,1,48,NA,6,1,0,4375
"26516",5,0,41,4,48,NA,7,1,0,94791.6640625
"26518",5,0,41,1,10,NA,5,1,0,4681.0703125
"26519",5,1,56,1,36,NA,7,1,0,63194.44140625
"26520",5,1,47,1,180,NA,7,1,0,7583.33349609375
"26521",5,0,47,1,120,NA,7,1,0,5833.33349609375
"26523",5,0,62,1,3,NA,4,1,0,3797.7041015625
"26526",4,1,27,1,28,NA,7,1,0,14157.986328125
"26529",5,1,39,1,96,NA,7,1,0,NA
"26530",5,0,38,1,156,NA,7,1,0,NA
"26531",2,1,26,1,6,NA,6,1,0,4992.1328125
"26534",2,0,34,1,58,NA,7,1,0,5168.38671875
"26538",2,0,23,1,6,NA,6,1,0,3797.7041015625
"26539",2,1,25,1,12,NA,6,1,0,4680.21142578125
"26543",2,0,36,4,2,NA,6,1,0,2333.33325195312
"26544",2,1,52,1,142,NA,5,1,0,3888.88891601562
"26548",2,0,53,1,360,NA,7,1,0,10237.5
"26550",3,0,67,4,120,NA,7,1,0,5833.33349609375
"26551",3,1,35,1,4,NA,7,1,0,9264.564453125
"26552",3,0,49,1,120,NA,7,1,0,8750
"26558",2,1,58,1,24,NA,7,1,0,3266.66674804688
"26559",3,1,57,1,48,NA,5,1,0,7000
"26561",3,0,49,1,33,NA,7,1,0,10961.2109375
"26563",3,1,44,1,24,NA,7,1,0,10434.58984375
"26566",3,0,23,1,24,NA,7,1,0,4542.884765625
"26567",3,0,65,1,240,NA,7,1,0,8750
"26570",6,0,20,1,48,NA,6,1,0,4101.5234375
"26573",3,0,62,1,36,NA,6,1,0,5541.66650390625
"26574",3,1,63,1,48,NA,7,1,0,6238.42626953125
"26575",3,1,23,1,7,NA,7,1,0,2625
"26576",6,0,49,1,120,NA,7,1,0,72916.6640625
"26578",6,1,51,1,240,NA,7,1,0,121527.78125
"26581",1,0,69,1,120,NA,3,1,0,2041.66662597656
"26583",4,1,38,1,106,NA,7,1,0,19444.4453125
"26584",4,0,37,1,120,NA,7,1,0,11111.111328125
"26585",4,1,68,1,2,NA,7,1,0,NA
"26586",4,0,70,1,2,NA,6,1,0,NA
"26587",3,1,58,1,580,NA,6,1,0,13611.111328125
"26589",3,0,32,1,8,NA,7,1,0,12152.77734375
"26590",3,1,30,1,24,NA,6,1,0,1361.11108398438
"26591",2,0,33,1,36,NA,6,1,0,7324.89501953125
"26592",2,1,37,1,36,NA,6,1,0,6465.27783203125
"26595",2,0,61,1,60,NA,7,1,0,13416.6669921875
"26596",6,1,62,1,480,NA,7,1,0,NA
"26601",1,1,29,1,5,NA,6,1,0,1458.33337402344
"26602",1,0,47,1,5,NA,3,1,0,2430.5556640625
"26604",1,1,39,1,24,NA,4,1,0,3888.88891601562
"26606",6,1,54,1,36,NA,7,1,0,63636.36328125
"26609",6,0,54,1,136,NA,4,1,0,5016.66650390625
"26610",6,1,70,1,420,NA,7,1,0,NA
"26611",6,0,63,1,240,NA,7,1,0,NA
"26615",1,0,42,1,15,NA,7,1,0,2666.66674804688
"26620",2,1,29,1,1,NA,6,1,0,NA
"26623",2,0,53,1,36,NA,5,1,0,NA
"26624",2,1,53,1,48,NA,6,1,0,5460.0537109375
"26625",2,0,28,1,1,NA,6,1,0,6262.13671875
"26626",2,0,29,1,48,NA,7,1,0,7538.1787109375
"26627",2,0,24,1,12,NA,7,1,0,5168.38671875
"26629",4,1,65,1,36,NA,7,1,0,6222.22216796875
"26630",4,1,21,6,36,NA,7,1,0,NA
"26631",4,0,52,1,18,NA,6,1,0,1904.76196289062
"26633",4,1,19,3,4,NA,7,1,0,4000
"26634",2,1,61,1,24,NA,4,1,0,4083.33325195312
"26636",2,0,20,1,18,NA,7,1,0,5451.57958984375
"26637",2,1,28,1,84,NA,7,1,0,NA
"26638",1,1,35,6,72,NA,6,1,0,3733.33325195312
"26639",1,1,67,6,420,NA,4,1,0,3733.33325195312
"26640",1,1,39,1,180,NA,7,1,0,2074.07397460938
"26641",1,0,36,6,72,NA,6,1,0,3888.88891601562
"26642",1,1,28,6,36,NA,5,1,0,NA
"26647",2,0,45,1,8,NA,7,1,0,5063.60546875
"26650",2,0,76,1,6,NA,4,1,0,353.535339355469
"26653",1,1,44,1,6,NA,4,1,0,3645.7958984375
"26655",1,0,24,1,24,NA,7,1,0,4692.16162109375
"26656",6,1,70,1,360,NA,7,1,0,166666.671875
"26657",6,0,67,1,360,NA,7,1,0,46666.66796875
"26659",1,0,24,1,84,NA,6,1,0,5412.037109375
"26661",1,1,44,1,4,NA,5,1,0,4375
"26663",2,0,33,1,36,NA,5,1,0,2604.13989257812
"26664",2,1,35,1,12,NA,5,1,0,3111.11108398438
"26669",2,1,25,1,3,NA,5,1,0,1666.66662597656
"26672",2,0,24,1,4,NA,7,1,0,2333.33325195312
"26675",1,1,30,1,36,NA,6,1,0,5607.20703125
"26677",2,1,21,1,40,NA,7,1,0,4836.2158203125
"26679",1,0,36,1,24,NA,3,1,0,4011.42919921875
"26680",1,1,52,6,1,NA,3,1,0,2722.22216796875
"26684",2,0,35,1,3,NA,6,1,0,848.48486328125
"26687",2,1,52,1,60,NA,7,1,0,1555.55554199219
"26691",1,1,40,1,240,NA,4,1,0,7777.77783203125
"26694",2,1,56,1,60,NA,5,1,0,3333.33325195312
"26697",4,0,38,1,48,NA,4,1,0,4681.0703125
"26699",4,1,43,1,48,NA,3,1,0,4681.0703125
"26701",4,1,19,1,10,NA,6,1,0,3375.73706054688
"26702",4,1,29,1,48,NA,4,1,0,4870.37060546875
"26703",4,0,21,1,8,NA,7,1,0,3888.88891601562
"26705",6,1,78,1,360,NA,7,1,0,72916.6640625
"26706",6,0,51,1,120,NA,7,1,0,15555.5556640625
"26707",6,1,55,1,0,NA,7,1,0,NA
"26709",6,1,74,1,480,NA,7,1,0,116666.6640625
"26712",2,1,51,1,3,NA,6,1,0,875
"26714",2,0,27,1,9,NA,7,1,0,8750
"26717",4,1,51,1,36,NA,6,1,0,1666.66662597656
"26718",4,0,51,1,36,NA,5,1,0,1666.66662597656
"26719",2,1,50,1,120,NA,4,1,0,4666.66650390625
"26720",6,1,54,1,120,NA,7,1,0,116666.6640625
"26721",6,0,36,1,72,NA,7,1,0,15774.3056640625
"26722",4,1,39,1,18,NA,4,1,0,6262.13671875
"26725",1,0,33,1,12,NA,6,1,0,3733.33325195312
"26728",2,0,35,2,1,NA,5,1,0,4925.92578125
"26729",2,1,40,1,0,NA,3,1,0,4375
"26733",5,1,39,1,48,NA,7,1,0,46666.66796875
"26734",3,0,65,4,120,NA,5,1,0,3500
"26735",3,1,65,6,120,NA,5,1,0,4083.33325195312
"26736",3,1,41,1,180,NA,7,1,0,10500
"26739",1,1,58,1,96,NA,6,1,0,4739.58349609375
"26740",1,0,28,1,48,NA,5,1,0,4358.79638671875
"26742",1,0,33,4,2,NA,6,1,0,NA
"26744",1,1,27,1,48,NA,5,1,0,3159.72216796875
"26745",1,1,54,1,240,NA,4,1,0,3966.66674804688
"26746",1,0,47,1,140,NA,5,1,0,1701.38891601562
"26748",3,1,71,1,60,NA,5,1,0,NA
"26749",3,1,53,1,20,NA,7,1,0,8750
"26752",3,1,47,2,9,NA,7,1,0,6125
"26753",3,1,45,1,2,NA,5,1,0,6666.66650390625
"26756",3,0,50,1,48,NA,6,1,0,3255.17504882812
"26757",3,0,21,1,4,NA,7,1,0,5289.91455078125
"26760",2,0,61,4,240,NA,1,1,0,583.333312988281
"26761",2,0,38,1,2,NA,6,1,0,4226.5078125
"26762",2,0,19,6,5,NA,6,1,0,4348.03564453125
"26764",2,0,58,4,42,NA,4,1,0,3888.88891601562
"26765",3,0,55,1,72,NA,6,1,0,NA
"26767",1,1,62,6,120,NA,5,1,0,23333.333984375
"26768",1,0,56,6,48,NA,4,1,0,2916.66674804688
"26769",1,1,34,6,24,NA,5,1,0,1633.33337402344
"26770",3,0,58,1,300,NA,6,1,0,NA
"26771",3,1,63,4,9,NA,7,1,0,16333.3330078125
"26772",3,1,27,1,51,NA,7,1,0,7615.74072265625
"26775",3,1,47,1,168,NA,5,1,0,7000
"26777",3,0,22,1,7,NA,6,1,0,6805.5556640625
"26781",3,0,38,1,4,NA,7,1,0,2456.14038085938
"26786",1,0,26,1,60,NA,6,1,0,13165.5087890625
"26787",1,1,30,1,24,NA,6,1,0,4358.79638671875
"26790",3,0,38,6,32,NA,7,1,0,18141.955078125
"26794",1,0,45,1,60,NA,6,1,0,4030.37109375
"26795",1,1,20,1,2,NA,7,1,0,7142.85693359375
"26800",3,1,54,1,180,NA,6,1,0,2916.66674804688
"26803",2,1,53,1,24,NA,5,1,0,7777.77783203125
"26805",2,1,25,1,24,NA,5,1,0,3888.88891601562
"26806",2,1,21,1,4,NA,5,1,0,3888.88891601562
"26820",3,1,31,1,96,NA,7,1,0,NA
"26821",3,0,34,1,4,NA,7,1,0,4372.3408203125
"26825",3,0,26,1,48,NA,7,1,0,5968.849609375
"26826",3,1,29,1,48,NA,6,1,0,5151.2822265625
"26829",3,1,40,1,84,NA,7,1,0,41750.52734375
"26830",3,0,42,1,7,NA,7,1,0,10500
"26832",5,0,36,1,42,NA,7,1,0,24888.890625
"26834",3,1,43,1,60,NA,7,1,0,19444.4453125
"26836",3,0,33,1,18,NA,7,1,0,9912.021484375
"26838",3,0,70,1,240,NA,5,1,0,3000
"26840",3,0,30,1,3,NA,7,1,0,18472.22265625
"26841",3,1,38,1,96,NA,7,1,0,10500
"26844",5,1,69,1,360,NA,7,1,0,7777.77783203125
"26845",5,1,36,1,54,NA,7,1,0,29069.4453125
"26846",5,0,50,1,96,NA,7,1,0,84583.3359375
"26847",3,0,69,1,240,NA,5,1,0,4148.14794921875
"26848",3,1,43,1,180,NA,7,1,0,11666.6669921875
"26850",3,1,43,1,84,NA,5,1,0,2333.33325195312
"26851",3,1,52,1,361,NA,7,1,0,NA
"26854",1,1,54,6,120,NA,5,1,0,8750
"26855",1,0,46,1,120,NA,3,1,0,5600
"26856",1,1,30,1,24,NA,6,1,0,4212.962890625
"26859",1,0,27,1,36,NA,4,1,0,2916.66674804688
"26860",1,1,34,1,60,NA,4,1,0,3888.88891601562
"26865",2,0,31,1,24,NA,7,1,0,4166.66650390625
"26866",2,1,33,1,108,NA,6,1,0,11614.3154296875
"26868",2,0,27,1,36,NA,6,1,0,5314.22021484375
"26870",2,1,32,1,3,NA,6,1,0,5344.56298828125
"26873",2,1,36,1,24,NA,7,1,0,8619.775390625
"26874",2,0,33,1,120,NA,7,1,0,13165.5087890625
"26875",3,0,59,1,336,NA,6,1,0,4200.537109375
"26876",3,1,29,1,72,NA,7,1,0,5055.5556640625
"26878",5,0,58,1,60,NA,6,1,0,15555.5556640625
"26879",5,1,37,1,14,NA,7,1,0,44871.79296875
"26882",3,1,47,1,96,NA,7,1,0,NA
"26883",3,0,43,1,21,NA,7,1,0,NA
